,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
251,mas sudut salah agama bahayaitulah rocky cerdik susun kalimat amppantas dgunakaninti kasih tau erti fiksi sbenarnyaayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0
252,dukung calon presiden gagal pindah on sibuk urus asing bawa kabur uang rupiah t sadar asing kabur bawa uang dukung pribumi anjing mustahil asing pribumi diam sogok mental kacung,1,1,0,1,0,1,0,0,0,0,1,0
253,rabun budekngue tulis,1,1,1,0,0,0,1,0,0,1,0,0
254,bismillah tahan sepo kutuk,0,1,0,0,0,0,0,0,0,0,0,0
255,brahahahaaa cebong nya ahoker cebong cebok,1,1,1,0,0,0,0,0,1,1,0,0
256,update status bikin selesai ya jancuk jembut,0,1,0,0,0,0,0,0,0,0,0,0
257,muslim jabat negara tindak bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
258,ikan sembuh sakit selamat bagus laik jual pisah seleksi ikan cacat permanen pelihara kesehatanikanncc,0,0,0,0,0,0,0,0,0,0,0,0
259,pribumi sadar lihat kecuali samasama cina komunis misionaris abai twit usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
260,presiden tuduh rezim anti islam buat negeri buat umat,1,0,1,0,0,0,0,0,1,1,0,0
261,manusia bangsat,1,1,1,0,0,0,0,0,1,1,0,0
262,ya cina kenal wisata haram indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0
263,prabowo partai adil sejahtera bib asyik anggap antek prabowo antek partai adil sejahtera hidup dramatis,1,0,1,0,0,0,0,0,1,1,0,0
264,sahabat salahlovren bukti beda suku agama ras halang bina hubung umat manusia beda warna sendiri jalin teman terima kasih lovrensalah favorit best friend forever bro,0,0,0,0,0,0,0,0,0,0,0,0
265,laemeskipun turun turun ideologi partai komunis indonesia lekat jiwa,0,0,0,0,0,0,0,0,0,0,0,0
266,kesal rokok motor iya kadang pengap tutup,0,0,0,0,0,0,0,0,0,0,0,0
267,maaf kunyuk bronenak banget rasan merekasebar hoaks maafsebar hoaks maaf laginmesti sapu biar jera nih orang,1,1,1,0,0,0,0,0,1,1,0,0
268,halo warga jakarta wakil kepala dinas tanam modal layan padu pintu provinsi daerah khusus ibukota jakarta denny wahyu haryanto wakil wakil gubernur provinsi daerah khusus ibukota jakarta buka acara junior chamber international jci indonesia nasional event setia layan jakarta,0,0,0,0,0,0,0,0,0,0,0,0
269,kuat jaring gubernur tekan kuasa state of the art knowledge bahasa rantau indonesia,0,0,0,0,0,0,0,0,0,0,0,0
270,pandang tuan guru bajang agama politik,0,0,0,0,0,0,0,0,0,0,0,0
271,sedia berengsek,1,1,0,1,0,0,0,0,1,0,1,0
272,susilo bambang yudhoyono presiden ri khofifah emil masyarakat no bagus,0,0,0,0,0,0,0,0,0,0,0,0
273,dungu orang ganti presiden tau mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
274,bokep cewek bispak bandung ngentot crot full,0,1,0,0,0,0,0,0,0,0,0,0
275,kampret complain raga tanggap fuck,1,1,0,1,0,0,0,0,1,0,1,0
276,kayak jablay grand theft auto mau jemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0
277,lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0
278,kerja musuh dakwah islam bubar hati rakyat hak lengser jokowi kodok tukang citra,1,0,1,0,1,0,0,0,0,0,0,1
279,ha lengkap orang bukti goblok sih,1,1,1,0,0,0,0,0,1,1,0,0
280,salah khalifah rasyidin rang orang kafir orangorang orang munafik,0,0,0,0,0,0,0,0,0,0,0,0
281,suka nete uji nasional maklum,0,1,0,0,0,0,0,0,0,0,0,0
282,nek lihat match chelsea sih menang mudah manchester united iya embuh sih chelsea kacrut ki prediksi,1,1,0,1,0,0,0,0,1,0,1,0
283,ya kali tentara nasional indonesia suruh urus sampah plastik,0,0,0,0,0,0,0,0,0,0,0,0
284,khawatir manuver politik bijak rezim moga negara satu republik indonesia cinta amin,0,0,0,0,0,0,0,0,0,0,0,0
285,madi arya lapor rocky gerung polisi serius kitab suci fiksi rocky nyata salah hina tunggu anut agama a anggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
286,bajing tengik,0,1,0,0,0,0,0,0,0,0,0,0
287,pakai buruh cina rakyat pnganggurandasar rejim kodok,1,1,1,0,0,1,0,0,0,1,0,0
288,,1,1,0,1,0,0,0,0,1,0,1,0
289,rupiah haneul cute pacar perekyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
290,bilang anti asing asengnda tau wkwk,0,0,0,0,0,0,0,0,0,0,0,0
291,suriah sekolah radikal rakit bomplg indonesia pklya aman,0,0,0,0,0,0,0,0,0,0,0,0
292,kadang hidup kayak tai kadang berak orang beres tainya tangan,0,1,0,0,0,0,0,0,0,0,0,0
293,ih banci selotipan,1,1,1,0,0,0,0,1,0,1,0,0
294,haha kalah nih iya orang jahat kalah,1,0,1,0,0,0,0,0,1,1,0,0
295,gubernur zaman now keanekaragaman budaya suku agama sungguh kaya kita djarot hadap serta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
296,cinta orde meng idola prabowo amp hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0
297,tantang buka dada eh sebut setan habis kamus lawan kenegarawanan joko widodo presiden ri stresssssss nih kena strok serang jantung rakyat indonesia hilang politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
298,belah duren yaaaangak dunguya ya,1,1,1,0,0,0,0,0,1,1,0,0
299,yahudi nasrani al kitab taurat injil kenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
300,bubar hati amp front bela islam,1,0,0,1,1,0,0,0,0,0,0,1
301,ahok verbal keras lampias lari lelaki lunak,1,0,1,0,0,0,0,1,0,1,0,0
302,bagi kantor langgan cadar langsung bilang awas bom hela nafas,0,0,0,0,0,0,0,0,0,0,0,0
303,pantat nih tusuk bo wa gay berondong massage boy gay jakarta gay yogyakarta,0,1,0,0,0,0,0,0,0,0,0,0
304,ancam bunuh presiden republik indonesia mas mesti lapor tegak hukum tindak ancam bunuh kepala negara,0,0,0,0,0,0,0,0,0,0,0,0
305,kayak orang nyosor nete,0,1,0,0,0,0,0,0,0,0,0,0
306,ngewe,0,1,0,0,0,0,0,0,0,0,0,0
307,jebur cebur,0,1,0,0,0,0,0,0,0,0,0,0
308,partai adil sejahtera ulang balai kota rr bicara calon presiden balai kota ganti nama balai politik,0,0,0,0,0,0,0,0,0,0,0,0
309,lanjut rencana seret adil ham pbb,1,0,1,0,0,0,0,0,1,1,0,0
310,bijak kembali barang konsumen barang rusak cacat produksi konsumen puas produk hitung tanggal pembelianhauzminiquiz hauzidnyuk ikutann,0,0,0,0,0,0,0,0,0,0,0,0
311,kisah hidup muhammad lengkap unduh,0,0,0,0,0,0,0,0,0,0,0,0
312,jajah bumi indonesia hapus jajah ekonomi budaya hasil bumi cina basmi negara satu republik indonesia usir,1,0,0,1,0,1,0,0,0,0,0,1
313,we pipis onta cecer mari bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
314,jadi teriak lantang perintah pro asing pas tawar bantu asing bikin posko inti kompor keluarga korban perintah bilang,0,0,0,0,0,0,0,0,0,0,0,0
315,mari berjuangsampai jokowi lantik gentar takut mata benang leher ujung tombak perut surut langkah kitantidak bisu suara kitantidak,0,0,0,0,0,0,0,0,0,0,0,0
316,kayak monyet,0,1,0,0,0,0,0,0,0,0,0,0
317,survei metro televisi jokowi menang presiden hitung ya kalah salah judul maksud jokowi menang sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
318,,0,0,0,0,0,0,0,0,0,0,0,0
319,cuba tegak anime nih karakai jozu no takagisan nak feeling feeling cinta monyet zaman sekolahmemang throwback,0,0,0,0,0,0,0,0,0,0,0,0
320,seru pesta budaya derau kuta kartanegara,0,0,0,0,0,0,0,0,0,0,0,0
321,kontak retweet yanbanyak banget kenal tante jilboobs sangenini nama tante dea,0,1,0,0,0,0,0,0,0,0,0,0
322,debat publik ajang bukti pintar ruang akademik pamer indah orang kuat lemah egosentris nama kuat tahan l,0,0,0,0,0,0,0,0,0,0,0,0
323,duduk istana negara lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
324,hebat sibuk citra baca nih,1,0,1,0,0,0,0,0,1,1,0,0
325,muslim hina iblis betina nista syariat,1,1,1,0,1,0,0,0,0,1,0,0
326,baby kafir buddha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
327,indonesia merdeka indonesia jajah orang cina takbir allahu akbar,1,0,0,1,0,1,0,0,0,0,1,0
328,amat politik hanta yudha pasang calon nya jawa jawa gayeng,0,0,0,0,0,0,0,0,0,0,0,0
329,jongos nista agama ahok sok sok ngong saramajikan nya tebar sara astagfirullah tobat,1,1,1,0,0,0,0,0,1,1,0,0
330,follow beli katolik akun prof tambah wawas berbangsaterima kasih,0,0,0,0,0,0,0,0,0,0,0,0
331,sih bejat cabul kecut sih onta iya,1,1,1,0,0,0,0,1,0,1,0,0
332,wibisono citra jokowi sebar up media massa pro asing kes jokowi hasil,1,0,1,0,0,0,0,0,1,1,0,0
333,adi gaya kayak beruk supir tembak metromini masuk dprnkampungan,1,1,1,0,0,0,0,0,1,1,0,0
334,km mainstream mengaartikan pintar pintar relatif gantung bawa mana erti surat pemberitahuan tahun pintar mengundeeestimatekan orang gue pintar komen rejim now pintar mangkrakan doang somaking,1,0,1,0,0,0,0,0,1,1,0,0
335,gue dongok,0,1,0,0,0,0,0,0,0,0,0,0
336,ih masak sama sampah,0,0,0,0,0,0,0,0,0,0,0,0
337,gue pukau,1,0,1,0,0,0,0,0,1,1,0,0
338,aspirasi lina sumedang calon gubernur jabar berantas rebut laki orang resah hidup warga desa,0,0,0,0,0,0,0,0,0,0,0,0
339,yaelah chat urus mesum anggota dewan wakil rakyat diam nyata selingkuh budek otak,1,1,0,1,0,0,1,1,0,0,1,0
340,takut cina party dap bimbang paham bawa,0,0,0,0,0,0,0,0,0,0,0,0
341,cermin pecah kaca,0,0,0,0,0,0,0,0,0,0,0,0
342,langsung tag partainyanga berani ya banci,1,1,1,0,0,0,0,1,0,1,0,0
343,awwww comel nya asing warna,0,0,0,0,0,0,0,0,0,0,0,0
344,islam jadi manusia idealis realistis hidup lupa ajak keras ajak istirahat,0,0,0,0,0,0,0,0,0,0,0,0
345,kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
346,agama katolik sebut katolik nusantara agama kristen protestan sebut kristen protestan nusantara agama hindu sebut hindu nusantara agama buddha sebut buddha nusantara,0,0,0,0,0,0,0,0,0,0,0,0
347,bas teknologi digital presiden sistem betulbetul jalan langsung ramah guna ratas,0,0,0,0,0,0,0,0,0,0,0,0
348,ah asa hibur cebong bahagia presiden cebong tol cebong germo,1,1,1,0,0,0,0,0,1,1,0,0
349,resah presiden hidup penuh drama citra main film televisi joko judul,1,0,1,0,0,0,0,0,1,1,0,0
350,agama kristenngolongan darah bnasal san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
351,buddha bunuh muslim myanmar,1,0,0,1,1,0,0,0,0,0,1,0
352,yahudi bangkai jerman ibadah,1,1,0,1,1,1,0,0,0,0,1,0
353,papa ketua fraksi rakyat nya setya novanto dewan wakil rakyat pecat ketua dewan wakil rakyat pecat dewan wakil rakyat,1,0,1,0,0,0,0,0,1,1,0,0
354,cina,0,0,0,0,0,0,0,0,0,0,0,0
355,hoaks kodok biawak roket sekop bangsat karbitan munafik,1,1,0,1,0,1,0,0,0,0,1,0
356,ribut komunis bla bla emoh baca baca niat agitasi serang perintah pakai cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
357,jokowi harap skema kerja pembangunanpembangunan lain,0,0,0,0,0,0,0,0,0,0,0,0
358,pilih langsung biar pilih presiden dewan wakil rakyat calon presiden biar kayak kucing karung bikin mekanisme oke calon presiden tentu gubernur prestasi maju calon presiden gubernur,0,0,0,0,0,0,0,0,0,0,0,0
359,vital gimanaudah inter bek kanan beda ya era maicon dambrosio datang cancelo bagusnyanhmmmmberarti simpul geblek ausilio,1,1,1,0,0,0,0,0,1,1,0,0
360,nama agama munafik,1,1,1,0,1,0,0,0,0,1,0,0
361,contoh tuding duga korupsi susilo bambang yudhoyono dorong jaksa usut himbau komisi berantas korupsi usut duga korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0
362,cium bau bau pecun,0,1,0,0,0,0,0,0,0,0,0,0
363,henti konsumen wisata haji rumah tipu produsen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0
364,buru nazi simon wiesenthal pegang fotofoto gambar mantan kepala gestapo laki laki rauf van kamar gas gerak eksekusi orangorang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
365,caci maki nista agama tahu poligami begitu sih ogah,1,0,1,0,0,0,0,0,1,1,0,0
366,bubar negara satu republik indonesia harga mati,1,0,0,1,0,0,0,0,1,0,0,1
367,baikbaik sih royson jokowi kacung guanitulah alas fundamental rezim sengaja masuk debt trap komunis cinanso wajib,1,1,1,0,0,1,0,0,0,1,0,0
368,wkwk mampus pepet uji ah,0,1,0,0,0,0,0,0,0,0,0,0
369,gubernur jaman now ya anti hoaks sebar isu ganjar yasin menang ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
370,azan televisi allah subhanahu wa taala dungu biadab henti acara catut nama tuhan lanjut,1,1,0,1,1,0,0,0,0,0,0,1
371,laku bani cebong,1,1,0,1,0,0,0,0,1,0,1,0
372,baju yahudi top bas geng jubah putih kopiah minyak atar janggut dahi belekok bak ahli syurga nih out of place mohon rajam,0,0,0,0,0,0,0,0,0,0,0,0
373,gue ge marah auto daftar hitam hidup guensampah guna daur ulang,0,0,0,0,0,0,0,0,0,0,0,0
374,anjir bekas silit,0,1,0,0,0,0,0,0,0,0,0,0
375,cebong panas ngawur,1,1,1,0,0,0,0,0,1,1,0,0
376,amin moga tiga tampil baik sumbang medali sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0
377,,0,0,0,0,0,0,0,0,0,0,0,0
378,gubernur zaman now keanekaragaman budaya suku agama sungguh kaya kita djarot hadap serta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
379,bingkai bangkai jadi ajar hidup,0,0,0,0,0,0,0,0,0,0,0,0
380,edan mula menang lihat ya ampun kartu r gue banget,0,1,0,0,0,0,0,0,0,0,0,0
381,nahklo partai komunis indonesia alias partai korupsi indonesia ganyang,1,0,0,1,0,0,0,0,1,0,1,0
382,perempuan kayak mending mati deh jelek sok make up artist,1,1,1,0,0,0,1,0,0,1,0,0
383,jual gue kayak jablay,0,1,0,0,0,0,0,0,0,0,0,0
384,bijak tugas jajar kereta listrik doang tumpang ikut doang suruh orang erti erti butuh orang bangkai,0,1,0,0,0,0,0,0,0,0,0,0
385,titit nya sambung pakai accessoris,0,1,0,0,0,0,0,0,0,0,0,0
386,mata gue pas sipit aneh banget,0,0,0,0,0,0,0,0,0,0,0,0
387,banci gigih natural killer,0,1,0,0,0,0,0,0,0,0,0,0
388,waspada cina komunis indonesia,1,0,0,1,0,1,0,0,0,0,1,0
389,banci kampung heeee,1,1,1,0,0,0,0,1,0,1,0,0
390,gembel ganteng kasihan cinta asyik asyik hebat,0,1,0,0,0,0,0,0,0,0,0,0
391,deklarasi pilih kepala daerah aman anti hoaks toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0
392,setia usaha agung pas datuk takiyuddin hasan sahkan cuba pinda lembaga party presiden party,0,0,0,0,0,0,0,0,0,0,0,0
393,memang najis,0,1,0,0,0,0,0,0,0,0,0,0
394,sastra e karl mark pentol komunis rusia,0,0,0,0,0,0,0,0,0,0,0,0
395,otak kayak bool deh mes hari makan silit,0,1,0,0,0,0,0,0,0,0,0,0
396,ganti rezim kacung cebong,1,1,0,1,0,0,0,0,1,0,1,0
397,cina hak larang,1,0,0,1,0,1,0,0,0,0,1,0
398,hebat bicara cinta pegang alquran pegang hidup alquran bicara cinta perang bunuh penggal,1,0,0,1,1,0,0,0,0,0,1,0
399,jomlo jablay,0,1,0,0,0,0,0,0,0,0,0,0
400,perjaka jual sok sok an booking tante idiot anjir,1,1,1,0,0,0,1,1,0,1,0,0
401,rev pilih ulama kafir munafik,1,1,1,0,1,0,0,0,0,1,0,0
402,jaga bersih lingkung melek wajib buang sampah bicara tugas bersih,0,0,0,0,0,0,0,0,0,0,0,0
403,sejuk gila kantor kulit buaya,0,0,0,0,0,0,0,0,0,0,0,0
404,ooo biasa kena imbang nakal kucing anjing abang lainlain dark side bright side chill sosial kalai lengkap haha k bang selamat maju jaya jawab terima kasih,0,0,0,0,0,0,0,0,0,0,0,0
405,masalah solusi dampak signifikansekurangnya obat cegah sakit tambah parah,1,0,1,0,0,0,0,0,1,1,0,0
406,gampang kak buka handphone buka browser ketik budaya palembang sila nikmat ajar gratis,0,0,0,0,0,0,0,0,0,0,0,0
407,gerombol onta aku bela umat penting politik praktistgb demokratis penting umat pikir modernsalut untuk tuan guru bajang,0,0,0,0,0,0,0,0,0,0,0,0
408,culun mending kampung jess,1,1,1,0,0,0,0,0,1,1,0,0
409,goyang jilboobs mantap nih hyper kontol squirt tonton live nya besok,0,1,0,0,0,0,0,0,0,0,0,0
410,islam indonesia islam nusantara islam modifikasi rupa masuk budaya indonesia agam islam nusantara islam toleran,0,0,0,0,0,0,0,0,0,0,0,0
411,presiden aspek indonesia mbak anti investasi asing ubah invasi asing wajib warga negara lawan,0,0,0,0,0,0,0,0,0,0,0,0
412,pkl indonesia barat kepala unit bina masyarakat inspektur polisi mt hutasoit laksana sambang aman tertib masyarakat pilih gubernur pilih kepala daerah karyawan bank rakyat indonesia ranting muara damenra silit kawan kawan desa hutanagodang camat muara kabupaten tap utara,0,0,0,0,0,0,0,0,0,0,0,0
413,kalimantan tuju batu bara nya keruk listrik,0,0,0,0,0,0,0,0,0,0,0,0
414,fardu kifayah hukum wajib ajar islam pilih presiden utus kalang santri sokong ulama maju pimpin negeri,0,0,0,0,0,0,0,0,0,0,0,0
415,ha bangkai nih truk,1,1,1,0,0,0,0,0,1,1,0,0
416,nahdliyin setop hina maruf amin,0,0,0,0,0,0,0,0,0,0,0,0
417,cebong kampret onta singgung laut,1,1,0,1,0,0,0,0,1,0,1,0
418,risa pulang latih iris hazel milik tangkap siluet gadis gadis asingnbelum risa temu gadis radio tempat tinggal r,0,0,0,0,0,0,0,0,0,0,0,0
419,haha orang gila bicara caknmakanya micin biar otak encer congnngomong ngawur muslim muslim silit taubabi,1,1,1,0,1,0,0,0,0,1,0,0
420,coba kaca introspeksiapakah keluarga pakai hijab komunis jgaotak pakai properti orang,1,0,1,0,0,0,0,0,1,1,0,0
421,muhammadiyah inggris jalin kerja kendali ekstrem,0,0,0,0,0,0,0,0,0,0,0,0
422,neraka kena bom surga orang muka bumi goku,0,0,0,0,0,0,0,0,0,0,0,0
423,bot ih liebe ih bot kasih ipad barusan cemplung jamban kuda,0,1,0,0,0,0,0,0,0,0,0,0
424,copot darmin nasution menteri ekonomi ekonomi bodoh turun daya beli jabat,1,1,1,0,0,0,0,0,1,1,0,0
425,bodoh anjir bodoh tertawa gue tertawa astagfirullah humor banget,0,1,0,0,0,0,0,0,0,0,0,0
426,mata picek cukknora lihat prestasi jokowinguoblokkkntolol,1,1,1,0,0,0,1,0,0,1,0,0
427,hasil penjara ahok alumni dukung rizieq lengser jokowi lebaran,1,0,1,0,0,0,0,0,1,0,0,1
428,coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu buddha peluang masuk surga fatwa saudi jin adal,0,0,0,0,0,0,0,0,0,0,0,0
429,hujan lebat langit gelapgelita guruh kilat sumbat jari telinga masingmasing dengar suara petir ranah takut mati masakan lepas allah me,0,0,0,0,0,0,0,0,0,0,0,0
430,cerdas konseptual,0,0,0,0,0,0,0,0,0,0,0,0
431,nama ucap putus iring sergap mata antuk gigit bibir ragu gapai gelas minum wine tinggal,0,0,0,0,0,0,0,0,0,0,0,0
432,bismillah melayu raya tanah melayu macammacam nama dengar kaji jajah tanah melayu thread kupas serba bani jawi,0,0,0,0,0,0,0,0,0,0,0,0
433,nak kawin nih kena simpan duitilmu agama kena benda kena senang cerita,0,0,0,0,0,0,0,0,0,0,0,0
434,aduh lucu banget adik kelas gue pas lapor bang field trip taman safari heran sebut nama teman arisan keluarga bawa sekolahanntai arisan,0,1,0,0,0,0,0,0,0,0,0,0
435,main anjing,0,1,0,0,0,0,0,0,0,0,0,0
436,hebat arif suku badui hutan jaga budaya nafas hidup hidup jaga imbang alam,0,0,0,0,0,0,0,0,0,0,0,0
437,ya iya gilir ramai ngebelandulu pas idol mati sedih doang serbu sarap ya maaf,0,1,0,0,0,0,0,0,0,0,0,0
438,sabar doa usaha ikhtiar mudah mudah bentar pakai sontek pakai plangaplongo,1,0,1,0,0,0,0,0,1,1,0,0
439,umat islam mksdnfpi hati muslim nista islam bajing muslim buat onar kecut lari islam islam gilir mesum islam buat onar islam,1,1,0,1,1,0,0,1,0,0,1,0
440,warga semarang prihatin kontroversi puisi gus mus,0,0,0,0,0,0,0,0,0,0,0,0
441,celeng nya bang acon susah banget,1,1,1,0,0,0,0,0,1,1,0,0
442,cari musuh dasar ana cebong kampret,1,1,1,0,0,0,0,0,1,1,0,0
443,tuju dewan wakil rakyat menteri jabat negara wajib potong presidenntiap pegawai negeri sipil potong jgnpegawai swasta potong,0,0,0,0,0,0,0,0,0,0,0,0
444,nih akun hasil bodoh kaum bikin kaumkaumnya biar kata jokowi anti islam wkwk,1,0,1,0,1,0,0,0,0,1,0,0
445,juara tipu junjung bani kampret,1,1,0,1,0,0,0,0,1,0,1,0
446,turun cina sipit,0,0,0,0,0,0,0,0,0,0,0,0
447,amin rais bikin kacau suruh reformasi pilih kepala daerah salah hasil,1,0,1,0,0,0,0,0,1,1,0,0
448,fahri hamzah presiden komisi berantas korupsi bubar,1,0,0,1,0,0,0,0,1,0,0,1
449,takut banci,0,1,0,0,0,0,0,0,0,0,0,0
450,lindung masyarakat wilayah tawangsari bulu amp lihat terima bekal pam pilih kepala daerah serentak,0,0,0,0,0,0,0,0,0,0,0,0
451,bolot,0,1,0,0,0,0,0,0,0,0,0,0
452,native speaker yanmother languagenya englishnkomen jaga bangsat,1,1,1,0,0,0,0,0,1,1,0,0
453,nyata bangkai,0,1,0,0,0,0,0,0,0,0,0,0
454,salah tulis salah bu maksud nya cebong muda kampung,1,1,1,0,0,0,0,0,1,1,0,0
455,nama guna absurd first impression bikin enak imajinasi ganteng etik pas coba ngewe direct message enak banget harap direct message,0,0,0,0,0,0,0,0,0,0,0,0
456,admin presiden pm,0,0,0,0,0,0,0,0,0,0,0,0
457,stw singaraja suka kontol,0,1,0,0,0,0,0,0,0,0,0,0
458,kafir haram pimpin monyet,1,1,0,1,1,0,0,0,0,0,1,0
459,shio baekhyun monyet,0,0,0,0,0,0,0,0,0,0,0,0
460,ceruk pasar pasar pasar butuh contoh asuransi pensiun tentara us orang pensiun tentara sekali pensiun tentara asuransi alat butuh orang cacat orang cacat ta,0,0,0,0,0,0,0,0,0,0,0,0
461,kiai staquf sebut suku ras biar mudah paham nalar bahlul arab sembah sodor arab bani saud pro israel eh,1,1,1,0,0,0,0,0,1,1,0,0
462,dosa ya anis sandi bully rendah orang jahat licik bully rendah dunia kejam kawan,0,0,0,0,0,0,0,0,0,0,0,0
463,om om ajar agama buddha hindu coba ajar ya buka mulut,0,0,0,0,0,0,0,0,0,0,0,0
464,alam kerja part time cina best kerja melayu haha,0,0,0,0,0,0,0,0,0,0,0,0
465,kuat jijik ku cepat asa ya napas sungkan wkwk,0,0,0,0,0,0,0,0,0,0,0,0
466,bubar dewan wakil rakyat bubar save komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,0,1
467,hehe akhirnyaternyata pasar global jgtdk batas lokal asing asing jujur,0,0,0,0,0,0,0,0,0,0,0,0
468,gue diving mampus junedi,1,1,1,0,0,0,0,0,1,1,0,0
469,suciwati revolusi mental jokowi omong kosongbualan tuju amp komen,1,0,1,0,0,0,0,0,1,1,0,0
470,marah rupiah panggil sipit hoshi suka mata manansepele ah fisiknmungkin pakai definisi hoshi milik mata sipit deh,0,0,0,0,0,0,0,0,0,0,0,0
471,otak makelar jual aset negara maling aset negara pertamina jual isi tenaga kerja asing tiongkok,1,0,1,0,0,0,0,0,1,1,0,0
472,akun siti fatimah amp komen laman ringkas ajaparah amp bejat malu moga sehat sabar amp semangat suara benar,1,1,1,0,0,0,0,0,1,1,0,0
473,bawang putih kafir haram laginhikshikshiks,1,1,1,0,0,0,0,0,1,1,0,0
474,tuju ahoker lengser prabowo jokowi hancur penjara karuan,1,0,1,0,0,0,0,0,1,0,0,1
475,rawan join gera arus rindu pimpin nasional nasionalis islam moderat cak imin the next wakil presiden,0,0,0,0,0,0,0,0,0,0,0,0
476,onta nsd,0,0,0,0,0,0,0,0,0,0,0,0
477,umpan pakai biar mancing buaya,0,0,0,0,0,0,0,0,0,0,0,0
478,komunis abad partai komunis indonesia kecoak makan kecoak,1,1,0,1,0,1,0,0,0,0,1,0
479,retweeted ikko pribumi tiru horas horas horas kapal feri presiden unjung pulau samosir rangkai kunjung kerja presiden sambut upacara adat samosir pekik horas horas horas,0,0,0,0,0,0,0,0,0,0,0,0
